brightness_k,frp_mw,firms_confidence_pct,daynight,observation_count_7d,persistence_hours_7d,frp_trend_pct,industrial_proximity_km,refinery_proximity_km,mine_proximity_km,forest_proximity_km,cropland_proximity_km,population_5km,land_cover,label
352.39,39.8,84,1,3,84.95,28.28,0.89,7.65,38.79,55.28,46.74,6671,Bare Land,Industrial Fire
353.08,107.17,100,1,9,55.15,7.96,0.72,5.81,6.08,58.26,16.75,954,Bare Land,Industrial Fire
342.91,57.75,92,1,9,15.57,32.42,0.28,4.04,9.56,43.52,11.25,5401,Industrial,Industrial Fire
339.28,71.25,96,1,8,48.09,28.89,1.94,2.4,9.99,30.8,31.09,533,Industrial,Industrial Fire
366.44,12.43,99,1,5,50.16,16.68,1.02,7.91,7.6,33.0,36.32,15241,Industrial,Industrial Fire
349.72,35.31,90,1,10,68.53,36.11,1.93,1.78,16.18,67.07,45.75,2585,Industrial,Industrial Fire
313.75,11.24,91,1,10,47.97,30.1,1.09,2.6,12.51,49.97,9.56,9293,Industrial,Industrial Fire
367.0,69.27,93,1,9,47.88,22.01,1.48,4.02,11.7,69.48,40.32,3336,Bare Land,Industrial Fire
367.0,42.96,86,1,8,34.11,35.34,0.93,6.94,38.21,79.34,48.42,8249,Bare Land,Industrial Fire
367.0,98.42,92,1,10,35.78,32.65,0.99,2.82,5.99,28.72,24.18,4923,Built-up,Industrial Fire
343.37,73.71,89,1,4,19.19,28.09,0.31,1.38,7.46,55.72,19.52,3755,Bare Land,Industrial Fire
335.72,4.33,87,1,4,48.14,19.5,0.38,5.83,12.84,33.75,33.29,290,Bare Land,Industrial Fire
329.94,157.11,100,1,4,64.0,25.86,2.42,3.89,9.76,52.88,39.78,1018,Built-up,Industrial Fire
319.52,9.9,97,1,7,65.1,25.17,2.48,4.44,27.26,37.6,32.52,2210,Industrial,Industrial Fire
305.84,73.17,86,1,5,26.29,28.93,1.0,3.05,30.96,53.25,45.72,684,Built-up,Industrial Fire
326.51,139.94,88,1,5,44.0,5.49,0.98,3.76,18.66,50.2,51.71,3176,Bare Land,Industrial Fire
355.34,12.72,95,1,7,68.74,8.36,0.7,4.24,17.38,67.0,30.54,1813,Built-up,Industrial Fire
367.0,27.01,84,1,4,16.86,3.63,0.47,6.89,9.68,23.29,44.32,707,Industrial,Industrial Fire
338.53,101.64,72,1,6,28.07,14.69,1.16,0.9,21.88,49.57,31.45,541,Built-up,Industrial Fire
328.32,33.64,82,1,5,39.5,8.61,0.28,1.6,30.13,18.19,42.2,892,Bare Land,Industrial Fire
367.0,105.1,93,1,5,46.16,19.7,2.04,5.55,19.54,16.43,59.9,6547,Bare Land,Industrial Fire
367.0,532.59,89,1,10,80.66,-5.49,1.11,1.41,18.36,55.71,49.33,1764,Bare Land,Industrial Fire
354.85,40.9,87,0,7,16.51,11.84,0.38,3.62,30.31,15.64,32.7,5917,Industrial,Industrial Fire
337.78,27.76,83,1,4,87.33,16.44,0.32,1.03,8.38,18.25,55.87,3040,Built-up,Industrial Fire
330.72,47.72,94,1,10,81.34,41.98,2.43,5.38,5.03,57.73,43.32,2138,Built-up,Industrial Fire
367.0,81.64,89,1,10,78.69,16.85,1.08,4.74,28.69,19.17,26.42,1167,Built-up,Industrial Fire
367.0,55.15,86,1,5,24.31,32.11,1.96,7.39,20.75,37.53,42.38,1702,Industrial,Industrial Fire
355.4,63.45,84,1,9,48.26,23.59,1.18,4.99,13.78,56.29,34.58,1630,Industrial,Industrial Fire
361.63,5.66,100,1,8,84.11,43.42,0.69,2.38,32.51,73.19,58.89,3884,Built-up,Industrial Fire
315.7,117.13,95,1,3,75.17,35.35,1.59,5.02,17.74,46.45,11.46,2107,Built-up,Industrial Fire
367.0,32.62,89,1,9,86.52,42.24,2.08,4.62,26.22,24.06,41.58,2426,Built-up,Industrial Fire
367.0,41.65,93,1,6,62.39,36.33,1.13,0.69,27.53,63.83,49.4,4196,Built-up,Industrial Fire
342.38,56.41,91,1,7,20.79,14.77,1.3,4.15,5.8,18.39,52.94,1085,Bare Land,Industrial Fire
343.55,62.89,90,1,9,41.26,16.22,1.24,4.66,33.77,29.07,14.91,921,Built-up,Industrial Fire
367.0,26.28,87,1,6,61.4,9.27,1.5,7.62,11.6,77.82,39.38,996,Bare Land,Industrial Fire
358.78,301.89,83,1,3,79.69,19.36,2.36,2.41,14.66,20.45,44.09,5856,Built-up,Industrial Fire
363.64,3.85,100,1,4,14.59,15.87,0.9,2.91,31.45,41.79,47.18,745,Industrial,Industrial Fire
315.51,47.72,100,1,9,41.55,41.11,1.83,6.39,10.36,66.64,21.19,1298,Built-up,Industrial Fire
367.0,39.66,90,1,5,42.27,46.08,2.02,7.81,24.29,52.09,17.75,6501,Built-up,Industrial Fire
365.33,95.71,90,0,4,11.5,3.62,1.75,1.68,15.16,53.22,32.36,4934,Bare Land,Industrial Fire
317.14,31.03,91,1,7,82.71,6.55,1.74,7.81,38.3,15.02,23.74,4243,Built-up,Industrial Fire
366.87,23.7,95,1,10,84.75,15.01,0.91,3.82,7.6,46.35,36.2,1629,Industrial,Industrial Fire
367.0,17.18,86,1,10,77.77,31.5,2.02,2.95,29.02,52.08,53.19,464,Industrial,Industrial Fire
365.11,76.0,100,1,8,81.78,30.45,0.82,3.84,24.46,16.59,19.97,4215,Bare Land,Industrial Fire
313.99,49.72,99,1,9,33.98,27.53,1.3,5.21,5.16,32.67,45.59,996,Bare Land,Industrial Fire
339.02,235.5,84,1,6,66.51,16.01,1.31,7.13,18.87,52.39,50.5,3855,Built-up,Industrial Fire
367.0,15.88,91,1,5,42.68,15.11,2.19,7.15,33.64,47.19,45.14,1141,Built-up,Industrial Fire
335.93,90.73,86,1,10,70.18,28.54,0.64,5.94,14.74,40.39,12.99,410,Built-up,Industrial Fire
319.96,31.83,80,1,4,62.21,27.74,2.2,3.15,28.63,69.76,50.97,6009,Built-up,Industrial Fire
365.2,53.13,94,1,5,66.88,25.29,1.27,5.79,22.86,69.31,50.76,751,Built-up,Industrial Fire
361.06,30.86,75,1,6,76.48,32.43,1.28,0.91,34.96,17.2,26.03,2029,Bare Land,Industrial Fire
347.02,4.7,86,1,6,72.81,37.83,1.37,4.77,10.39,26.35,35.2,1245,Industrial,Industrial Fire
352.0,121.22,100,1,9,25.51,11.08,1.55,7.07,18.95,55.26,57.87,3135,Industrial,Industrial Fire
343.94,137.41,93,1,3,72.2,10.54,2.49,0.58,9.4,38.99,36.71,1066,Built-up,Industrial Fire
359.27,124.74,97,1,8,84.26,26.14,1.44,4.4,8.56,18.77,50.46,398,Industrial,Industrial Fire
342.29,64.91,87,1,8,70.57,32.49,1.83,3.11,27.5,22.73,12.07,10266,Bare Land,Industrial Fire
332.96,53.26,84,1,9,79.72,17.57,2.37,1.49,21.67,44.12,21.94,3067,Bare Land,Industrial Fire
337.84,74.61,85,1,10,31.38,14.36,2.01,2.32,16.49,64.16,34.73,1514,Built-up,Industrial Fire
360.48,17.66,97,1,8,74.78,28.96,1.06,7.17,28.4,22.19,36.41,3160,Built-up,Industrial Fire
336.87,52.14,77,1,3,51.83,14.82,1.45,3.21,23.95,51.19,38.13,766,Bare Land,Industrial Fire
332.51,16.39,98,1,8,72.72,13.17,0.56,2.64,34.64,52.69,11.97,1466,Industrial,Industrial Fire
367.0,52.82,86,1,6,78.93,22.71,0.34,5.72,27.13,50.06,52.42,5032,Industrial,Industrial Fire
347.07,25.61,100,1,11,52.18,7.14,1.44,7.95,28.48,66.29,23.74,2756,Built-up,Industrial Fire
328.7,77.2,77,1,10,73.14,16.45,0.98,1.95,32.24,69.88,53.33,4385,Industrial,Industrial Fire
354.65,9.31,85,1,8,28.66,15.08,2.29,2.67,13.43,36.05,59.71,1266,Industrial,Industrial Fire
335.99,21.84,96,1,9,11.02,14.35,2.44,2.36,9.39,34.67,29.88,1385,Bare Land,Industrial Fire
358.47,23.01,80,1,4,30.64,17.96,1.59,2.51,27.77,30.29,50.43,1525,Bare Land,Industrial Fire
354.01,17.64,85,1,7,66.26,13.54,2.37,4.68,5.76,78.56,51.96,1122,Built-up,Industrial Fire
367.0,15.3,94,1,6,81.88,38.64,1.27,7.18,9.24,22.84,15.53,3508,Industrial,Industrial Fire
352.87,9.82,92,1,6,18.01,50.25,2.45,4.67,22.35,73.61,29.71,824,Bare Land,Industrial Fire
332.62,141.96,86,1,8,82.53,0.28,1.0,3.29,20.5,74.57,17.71,2610,Built-up,Industrial Fire
348.07,23.8,90,1,9,59.37,19.89,1.1,5.32,6.65,44.58,40.92,2468,Industrial,Industrial Fire
365.99,74.12,74,1,6,74.58,21.12,1.71,7.91,24.78,24.93,38.57,1352,Bare Land,Industrial Fire
349.5,39.7,87,1,11,37.48,38.36,2.06,4.52,7.74,19.73,26.4,1993,Bare Land,Industrial Fire
367.0,43.98,82,1,8,80.83,27.28,0.71,5.39,11.9,77.27,39.15,1242,Built-up,Industrial Fire
367.0,15.66,90,1,4,45.72,35.04,0.5,2.77,6.23,66.88,58.5,1019,Built-up,Industrial Fire
363.35,9.61,96,1,4,19.75,35.54,2.06,5.29,27.44,40.85,28.76,5235,Industrial,Industrial Fire
345.96,111.26,76,1,10,73.41,35.8,1.92,1.02,39.73,25.83,8.12,3050,Bare Land,Industrial Fire
360.5,97.53,90,1,6,30.13,33.43,0.47,3.55,36.67,38.57,43.69,4557,Bare Land,Industrial Fire
354.56,47.09,98,1,9,67.47,45.25,1.26,2.51,8.86,51.74,38.38,442,Bare Land,Industrial Fire
356.85,7.91,90,1,7,10.53,6.85,0.34,6.57,39.0,29.12,15.14,1942,Built-up,Industrial Fire
345.8,17.47,95,1,3,76.35,8.21,0.69,5.21,27.46,61.53,13.03,1010,Bare Land,Industrial Fire
355.57,56.71,93,1,5,51.23,29.92,0.24,7.75,23.54,58.84,19.05,6877,Built-up,Industrial Fire
359.0,45.2,95,1,3,49.44,23.47,0.71,6.73,9.72,66.78,18.84,1262,Built-up,Industrial Fire
326.04,52.63,88,1,7,73.44,17.71,2.09,0.83,36.1,49.15,45.89,2565,Industrial,Industrial Fire
367.0,17.3,86,1,10,18.2,21.22,2.15,4.99,27.16,59.0,15.81,1096,Bare Land,Industrial Fire
357.94,20.11,88,1,8,74.65,28.64,0.65,2.46,21.02,25.78,10.39,2995,Bare Land,Industrial Fire
336.17,49.66,80,1,4,25.58,34.06,0.54,2.77,14.65,70.17,37.95,369,Industrial,Industrial Fire
367.0,339.52,84,1,6,27.0,12.09,0.46,5.07,30.81,75.03,53.82,2098,Industrial,Industrial Fire
322.31,5.04,88,1,6,26.53,13.01,0.38,3.77,14.94,43.94,42.75,880,Bare Land,Industrial Fire
350.85,65.37,100,1,10,20.05,28.24,1.69,7.74,19.43,42.14,19.19,13075,Industrial,Industrial Fire
350.43,115.12,71,1,5,89.73,37.15,2.14,2.31,29.56,78.69,33.4,1193,Industrial,Industrial Fire
366.53,52.24,80,1,8,52.89,10.95,1.6,4.82,13.75,53.35,42.69,2630,Industrial,Industrial Fire
367.0,25.15,84,1,11,31.0,0.7,2.2,7.31,23.52,26.25,37.87,1776,Industrial,Industrial Fire
348.5,37.3,89,1,6,72.72,6.53,0.85,3.47,30.37,35.59,55.05,1084,Industrial,Industrial Fire
367.0,23.6,88,1,6,67.74,13.83,2.37,3.53,18.38,73.79,22.26,6672,Built-up,Industrial Fire
353.13,20.25,88,1,11,53.68,25.6,2.34,6.79,29.55,65.7,26.23,4165,Bare Land,Industrial Fire
347.17,35.75,95,1,10,79.01,25.94,0.79,4.4,5.64,63.75,52.37,1439,Built-up,Industrial Fire
340.08,25.23,91,1,4,43.03,15.18,1.6,6.19,6.98,37.2,56.78,489,Industrial,Industrial Fire
341.23,155.51,83,1,4,58.92,16.81,0.71,2.97,21.56,23.01,48.9,985,Industrial,Industrial Fire
338.95,108.48,83,1,4,56.09,7.37,1.98,0.72,32.42,35.48,49.84,2360,Bare Land,Industrial Fire
330.34,63.84,88,1,10,61.37,36.47,2.34,2.8,5.56,47.27,37.39,736,Built-up,Industrial Fire
364.13,72.59,86,1,4,65.29,20.66,1.07,7.4,29.68,42.11,50.35,200,Industrial,Industrial Fire
367.0,67.72,92,1,7,71.81,32.41,1.51,5.44,35.24,34.98,38.35,125,Bare Land,Industrial Fire
324.36,11.93,97,1,5,36.74,50.17,1.61,0.95,6.79,45.53,21.98,275,Industrial,Industrial Fire
366.7,103.75,86,1,3,57.26,9.2,1.0,6.92,39.29,67.81,23.95,1047,Built-up,Industrial Fire
336.42,20.16,96,1,9,72.77,23.43,2.38,1.29,6.74,58.98,57.33,3310,Industrial,Industrial Fire
347.48,54.99,88,1,5,89.21,10.38,1.27,6.14,29.65,15.82,43.53,1576,Bare Land,Industrial Fire
367.0,131.85,84,1,9,16.55,15.77,0.22,4.75,36.17,49.94,32.63,2281,Industrial,Industrial Fire
344.63,54.86,75,1,5,56.32,37.14,1.84,3.27,18.32,71.29,46.62,15069,Industrial,Industrial Fire
357.99,13.19,92,1,8,69.12,16.3,0.88,7.02,16.05,39.35,50.34,2465,Built-up,Industrial Fire
367.0,51.99,94,1,11,77.73,16.22,2.13,5.38,13.16,24.67,45.25,763,Built-up,Industrial Fire
326.89,90.79,80,1,11,22.77,14.89,0.56,2.71,21.6,18.7,20.04,179,Industrial,Industrial Fire
362.95,6.19,97,1,5,85.7,39.06,1.68,0.9,39.96,76.5,59.19,5550,Industrial,Industrial Fire
353.84,119.19,91,0,4,34.97,18.09,0.32,1.05,10.9,26.62,10.97,1629,Bare Land,Industrial Fire
353.94,28.23,90,1,6,79.48,13.12,1.58,3.84,10.5,59.76,57.1,2309,Industrial,Industrial Fire
367.0,18.43,93,1,8,62.9,36.6,1.72,6.6,37.86,50.82,58.98,11823,Industrial,Industrial Fire
360.14,25.45,80,1,5,51.39,50.37,0.24,3.23,18.15,47.11,43.84,2784,Built-up,Industrial Fire
367.0,122.27,91,1,4,87.42,23.67,1.24,1.22,24.32,77.94,31.96,6784,Bare Land,Industrial Fire
343.4,54.97,97,1,5,50.54,46.64,2.07,1.21,12.06,73.89,40.77,1458,Industrial,Industrial Fire
367.0,27.04,100,1,4,38.51,14.93,2.15,6.3,26.54,28.32,41.82,1973,Industrial,Industrial Fire
336.44,33.98,81,1,11,11.49,20.43,2.28,7.67,29.05,45.94,56.37,1207,Built-up,Industrial Fire
362.01,143.24,97,1,9,58.15,8.67,2.25,3.95,15.21,78.19,37.21,251,Bare Land,Industrial Fire
367.0,29.01,88,1,4,65.24,20.71,2.01,6.55,39.71,72.89,19.57,10065,Industrial,Industrial Fire
366.24,18.23,89,1,8,70.88,24.79,0.25,6.39,32.03,59.08,42.89,4126,Bare Land,Industrial Fire
366.89,98.7,78,1,9,48.27,13.43,1.9,7.21,30.06,54.23,8.04,2816,Bare Land,Industrial Fire
336.51,9.12,97,1,6,85.38,29.19,0.6,7.65,18.67,52.78,9.06,633,Built-up,Industrial Fire
350.62,211.23,94,1,8,85.78,32.58,2.46,0.54,21.82,70.99,17.64,3736,Industrial,Industrial Fire
366.79,33.33,93,1,8,35.97,16.3,1.53,2.03,28.94,64.74,8.27,4722,Bare Land,Industrial Fire
336.77,64.4,94,1,8,74.13,21.36,1.85,7.1,10.1,41.63,21.84,4732,Built-up,Industrial Fire
334.51,54.22,88,1,4,58.34,18.53,1.51,5.72,10.17,78.83,48.83,9544,Industrial,Industrial Fire
339.37,15.76,90,1,6,32.86,55.82,0.24,4.67,32.95,51.15,24.0,2497,Industrial,Industrial Fire
367.0,96.64,94,1,4,12.76,48.15,1.76,3.13,12.65,44.46,47.4,891,Bare Land,Industrial Fire
334.13,126.33,92,1,8,47.45,11.34,2.35,2.43,39.07,44.13,48.9,2456,Bare Land,Industrial Fire
329.17,76.56,94,1,7,24.79,-7.77,1.39,4.77,39.91,50.67,44.38,1564,Industrial,Industrial Fire
367.0,44.7,89,1,9,76.8,15.78,1.47,6.58,12.67,61.45,9.93,4038,Built-up,Industrial Fire
356.25,266.44,85,1,4,88.6,24.2,1.64,3.81,14.26,21.44,51.48,2061,Bare Land,Industrial Fire
367.0,127.7,88,1,8,79.21,39.67,1.72,7.3,32.13,64.24,39.07,4094,Built-up,Industrial Fire
355.55,54.73,98,0,4,67.78,44.81,2.25,1.25,34.35,33.95,29.17,2283,Built-up,Industrial Fire
342.51,53.19,86,0,5,37.36,25.31,1.31,2.3,27.46,48.21,55.75,609,Built-up,Industrial Fire
310.27,64.48,88,1,11,54.41,25.63,1.46,1.91,10.29,67.6,28.69,2367,Bare Land,Industrial Fire
346.93,55.31,84,1,11,65.1,31.3,2.23,0.9,7.62,70.35,23.33,2661,Built-up,Industrial Fire
355.4,89.68,78,1,4,43.3,-3.04,1.71,3.02,14.83,31.94,16.79,1162,Built-up,Industrial Fire
347.26,28.45,91,1,4,70.61,40.8,0.56,5.76,23.76,43.39,32.7,2550,Built-up,Industrial Fire
364.21,23.65,92,1,10,41.01,15.33,2.03,4.25,13.6,73.73,15.62,4508,Bare Land,Industrial Fire
351.38,17.84,84,1,4,28.72,34.52,2.29,6.69,39.18,22.72,42.36,249,Built-up,Industrial Fire
347.65,85.84,84,1,11,80.79,29.64,1.4,6.25,15.37,50.56,29.28,884,Bare Land,Industrial Fire
351.99,26.59,100,1,4,40.11,4.75,0.25,6.8,17.74,17.51,50.87,2549,Built-up,Industrial Fire
365.45,48.14,93,1,4,65.14,37.28,1.69,7.19,21.69,50.13,14.32,7457,Bare Land,Industrial Fire
328.05,16.02,85,1,11,39.94,12.76,0.32,5.74,11.42,34.94,29.35,2705,Built-up,Industrial Fire
367.0,116.23,96,1,11,21.53,47.43,0.62,0.66,10.16,74.66,32.19,3826,Industrial,Industrial Fire
352.36,29.61,100,1,3,20.37,26.96,1.39,7.03,35.75,79.49,12.05,1091,Industrial,Industrial Fire
367.0,38.8,87,1,9,71.26,29.12,1.08,4.14,18.59,68.85,18.78,5203,Industrial,Industrial Fire
356.67,29.62,84,1,9,69.1,33.12,0.86,7.05,34.04,76.02,18.4,5487,Industrial,Industrial Fire
343.31,39.39,93,1,7,49.96,18.24,1.29,4.9,6.31,51.99,34.81,2152,Built-up,Industrial Fire
367.0,55.7,83,1,7,48.89,33.73,1.51,6.25,36.64,72.99,50.39,757,Bare Land,Industrial Fire
367.0,50.33,77,1,5,69.09,52.16,0.99,2.72,21.3,75.34,22.54,3423,Built-up,Industrial Fire
367.0,5.39,87,1,7,77.99,23.67,1.37,4.13,12.15,59.3,10.23,2686,Industrial,Industrial Fire
354.58,31.71,97,1,4,66.44,35.54,1.03,4.55,38.74,38.27,23.87,1498,Bare Land,Industrial Fire
349.99,26.9,91,1,3,15.97,34.52,0.34,5.03,36.43,45.24,10.24,2961,Bare Land,Industrial Fire
367.0,34.97,100,1,6,10.62,43.13,1.92,4.7,38.21,19.79,28.73,1661,Industrial,Industrial Fire
348.98,48.04,96,1,5,66.56,23.22,2.0,1.86,8.86,15.63,42.95,1698,Built-up,Industrial Fire
367.0,8.18,94,1,4,69.88,59.82,2.23,7.56,29.99,52.93,28.68,1614,Bare Land,Industrial Fire
363.81,5.42,98,1,4,25.87,8.82,0.87,4.65,20.57,62.77,38.34,693,Industrial,Industrial Fire
360.36,32.0,97,1,9,25.27,44.42,0.25,6.69,21.81,52.86,10.73,1276,Bare Land,Industrial Fire
367.0,49.46,92,1,5,32.41,31.36,2.17,1.43,33.5,70.86,13.04,6683,Built-up,Industrial Fire
367.0,7.78,83,1,9,20.52,47.99,0.47,0.87,22.88,54.18,59.29,365,Built-up,Industrial Fire
358.32,15.09,86,1,5,81.86,30.34,0.54,4.77,11.04,71.18,56.12,1834,Bare Land,Industrial Fire
337.87,12.68,84,1,8,56.68,28.76,0.85,7.82,26.6,32.65,22.11,2643,Built-up,Industrial Fire
349.04,27.88,95,1,9,76.67,37.64,1.92,4.86,9.97,48.38,48.8,66,Bare Land,Industrial Fire
351.57,70.2,95,1,7,38.36,-16.56,2.39,7.62,18.1,37.82,18.39,1150,Built-up,Industrial Fire
361.65,12.2,80,1,11,54.49,37.25,2.48,1.83,19.21,21.18,18.2,3521,Industrial,Industrial Fire
360.23,23.01,88,1,8,41.05,26.46,2.33,5.6,23.9,69.53,33.14,1580,Bare Land,Industrial Fire
356.56,23.66,94,1,9,61.5,9.39,0.89,1.23,20.24,43.32,54.41,2525,Built-up,Industrial Fire
367.0,77.08,75,1,7,63.44,37.49,0.43,7.08,13.17,46.82,55.58,2766,Built-up,Industrial Fire
351.94,41.52,87,1,10,41.31,15.99,2.08,3.01,15.12,22.45,26.97,1625,Bare Land,Industrial Fire
348.65,19.52,95,1,5,42.55,19.18,2.13,0.75,20.71,28.4,35.19,724,Built-up,Industrial Fire
367.0,11.02,97,1,9,58.71,16.87,1.55,3.64,5.82,63.85,54.38,4041,Built-up,Industrial Fire
352.14,27.53,88,1,4,65.25,21.37,1.4,4.08,16.28,50.14,28.9,32379,Bare Land,Industrial Fire
340.89,2.67,100,1,4,17.61,39.7,1.63,5.83,36.49,17.4,36.17,2882,Bare Land,Industrial Fire
355.14,143.8,84,1,9,72.61,11.21,0.29,3.17,17.19,76.73,15.32,844,Bare Land,Industrial Fire
354.34,43.24,90,1,7,86.06,15.51,0.92,2.05,34.67,72.47,56.81,2190,Industrial,Industrial Fire
367.0,87.58,88,1,6,53.51,39.91,2.47,6.14,5.91,28.86,40.47,658,Industrial,Industrial Fire
347.99,93.95,91,1,8,76.55,14.62,1.45,6.13,13.72,50.43,44.22,1410,Built-up,Industrial Fire
367.0,163.48,97,1,3,68.24,33.07,1.3,4.46,35.68,22.2,37.35,2215,Industrial,Industrial Fire
341.57,81.21,100,1,4,44.73,22.88,2.13,7.11,38.56,63.91,42.8,9339,Bare Land,Industrial Fire
351.87,93.9,97,1,5,68.63,16.46,2.49,2.58,12.42,20.47,36.16,145,Built-up,Industrial Fire
341.98,44.31,84,1,10,8.03,15.38,1.81,1.02,37.36,22.26,16.89,3050,Bare Land,Industrial Fire
352.11,112.53,100,1,11,38.45,29.48,2.0,2.68,6.58,27.74,35.05,10546,Built-up,Industrial Fire
363.66,24.23,84,1,11,8.93,23.48,0.73,7.55,20.26,27.84,29.94,3735,Built-up,Industrial Fire
348.39,34.87,79,1,6,24.37,40.1,2.16,4.97,6.24,38.51,13.8,188,Built-up,Industrial Fire
334.82,31.85,83,1,6,35.12,40.06,2.14,6.17,21.34,66.96,16.8,3902,Built-up,Industrial Fire
367.0,62.19,86,1,7,55.43,29.31,0.79,6.08,31.46,45.18,12.67,9020,Industrial,Industrial Fire
367.0,72.37,99,1,9,18.82,21.69,0.5,4.03,6.78,41.0,52.16,18893,Built-up,Industrial Fire
323.45,185.9,81,1,3,67.1,25.05,0.84,6.38,5.16,49.45,34.49,1034,Industrial,Industrial Fire
367.0,51.26,94,1,9,71.16,16.72,0.41,0.87,36.9,16.37,12.92,5416,Bare Land,Industrial Fire
358.8,37.05,85,1,5,56.8,23.28,1.97,2.71,32.49,49.71,19.82,1563,Bare Land,Industrial Fire
328.54,77.23,90,1,10,14.69,46.9,1.71,1.93,39.33,65.7,22.12,708,Bare Land,Industrial Fire
353.03,62.94,88,1,10,69.74,26.61,0.33,2.37,32.32,39.24,59.86,1840,Built-up,Industrial Fire
320.76,29.23,82,1,4,86.64,-2.15,0.58,2.9,33.0,65.49,27.72,2200,Bare Land,Industrial Fire
352.81,83.17,91,1,3,56.43,34.5,2.38,0.94,12.42,23.18,11.15,830,Industrial,Industrial Fire
362.53,283.81,94,1,4,41.02,20.48,2.02,5.67,12.07,32.04,25.73,1042,Built-up,Industrial Fire
367.0,25.09,79,1,10,32.31,12.56,1.7,6.53,16.71,38.75,8.09,826,Built-up,Industrial Fire
355.79,93.58,83,1,3,87.29,16.4,1.75,0.53,33.46,72.25,55.73,1121,Bare Land,Industrial Fire
333.96,195.53,79,1,10,52.71,27.35,1.83,5.78,30.45,65.25,54.4,5945,Built-up,Industrial Fire
344.28,27.27,90,1,11,26.25,46.31,1.4,1.41,10.08,36.59,38.68,2232,Built-up,Industrial Fire
328.76,15.37,80,1,5,44.6,41.66,2.43,6.39,28.46,58.2,33.05,291,Bare Land,Industrial Fire
313.09,57.11,100,1,10,67.28,23.5,0.42,0.54,10.58,64.71,30.18,1097,Built-up,Industrial Fire
341.6,25.74,100,1,3,85.14,37.48,1.17,1.63,34.81,45.24,35.64,396,Industrial,Industrial Fire
355.55,37.28,98,1,9,15.4,8.97,1.37,2.71,22.33,24.47,39.52,5816,Built-up,Industrial Fire
361.38,86.64,79,1,9,51.36,32.42,2.34,3.72,15.79,75.06,31.35,1007,Built-up,Industrial Fire
367.0,51.79,90,1,11,89.53,-3.38,2.23,2.86,21.69,23.92,11.85,3065,Bare Land,Industrial Fire
335.68,37.47,86,1,3,23.1,2.33,2.24,3.18,11.72,33.06,50.16,335,Industrial,Industrial Fire
345.15,26.92,90,1,5,69.08,31.89,1.99,0.98,36.36,25.9,23.62,7331,Industrial,Industrial Fire
346.56,394.29,81,1,10,81.41,19.04,2.17,6.66,10.87,47.55,25.12,9571,Bare Land,Industrial Fire
354.23,104.83,100,1,11,80.33,39.49,1.62,3.07,19.87,59.18,18.47,332,Built-up,Industrial Fire
366.65,172.43,89,1,8,43.7,46.86,0.98,2.01,34.72,67.17,38.34,2602,Built-up,Industrial Fire
356.8,9.65,74,1,10,59.78,38.49,1.97,7.84,16.99,43.69,28.98,1593,Industrial,Industrial Fire
359.02,20.21,82,1,6,82.48,25.04,1.73,6.93,35.36,29.64,12.88,275,Bare Land,Industrial Fire
367.0,18.55,92,1,9,70.75,23.65,0.51,2.52,16.35,57.53,15.82,2950,Industrial,Industrial Fire
327.19,8.29,84,1,9,49.35,14.62,0.42,5.55,36.47,73.62,58.86,4589,Industrial,Industrial Fire
367.0,29.8,87,1,10,32.12,20.88,0.57,4.73,26.16,43.79,44.57,4783,Bare Land,Industrial Fire
340.18,17.69,85,1,10,12.53,4.89,1.75,4.3,12.24,55.18,34.71,6132,Bare Land,Industrial Fire
348.03,15.19,71,1,8,78.51,0.23,1.01,5.54,14.46,52.78,53.11,2087,Industrial,Industrial Fire
336.79,49.63,79,1,6,21.06,29.07,1.56,3.61,33.93,51.15,48.0,5770,Industrial,Industrial Fire
347.81,34.02,90,1,9,56.86,28.55,1.85,2.91,27.82,79.08,48.98,5005,Built-up,Industrial Fire
348.57,80.27,100,1,9,73.24,22.06,1.71,5.69,33.56,75.48,9.26,1430,Bare Land,Industrial Fire
338.82,25.99,86,1,6,9.9,9.54,2.13,4.74,12.44,59.72,20.83,9803,Built-up,Industrial Fire
366.09,117.2,90,1,6,8.66,29.37,1.79,0.86,28.44,78.56,57.15,6576,Built-up,Industrial Fire
355.65,162.39,90,1,11,44.94,9.97,1.24,1.03,30.2,35.16,55.05,8425,Industrial,Industrial Fire
361.03,39.67,79,1,10,32.59,10.04,0.44,2.77,7.54,61.0,29.11,2558,Bare Land,Industrial Fire
346.89,644.79,88,1,5,67.36,8.63,1.32,4.74,22.1,31.22,20.84,896,Built-up,Industrial Fire
360.95,112.05,82,1,7,51.54,12.23,1.09,7.31,26.55,25.58,25.1,1282,Bare Land,Industrial Fire
350.17,44.63,92,1,6,25.17,-1.44,1.81,0.55,17.16,27.13,17.41,2811,Industrial,Industrial Fire
348.0,7.82,78,0,6,58.95,44.28,1.86,0.82,13.77,62.92,40.51,889,Industrial,Industrial Fire
367.0,38.14,90,1,5,9.57,18.63,1.12,6.68,10.5,23.76,39.34,1056,Industrial,Industrial Fire
367.0,193.16,89,1,4,63.98,33.84,0.26,1.14,33.09,32.58,36.75,670,Industrial,Industrial Fire
348.9,168.99,80,1,4,86.15,35.43,0.39,6.89,24.74,57.63,25.88,4764,Industrial,Industrial Fire
